xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,faultNumber,is_anomaly
0.21959,3678.6,4488.0,9.3765,27.253,42.35,2704.2,74.606,120.42,0.33013,80.391,49.898,2633.1,26.033,50.614,3100.4,23.06,65.931,231.03,342.06,94.521,77.403,32.403,8.7469,26.232,6.8848,18.959,1.6794,32.997,13.643,23.595,1.4308,18.594,2.26,4.8522,2.3001,0.017542,0.83024,0.077172,53.681,43.4,63.253,53.04,21.547,63.538,22.412,38.951,37.799,47.955,47.381,45.472,17.735,4.0,1
0.21012,3709.8,4504.3,9.3368,26.859,42.545,2694.7,75.925,120.4,0.35332,80.215,48.762,2623.8,24.014,49.523,3093.6,22.982,66.124,237.06,341.22,94.605,77.588,32.089,8.9502,26.297,6.9723,18.774,1.6497,33.333,13.913,23.894,1.2244,18.143,2.282,4.851,2.3877,0.015167,0.81724,0.093743,54.464,43.859,63.767,54.466,20.563,61.402,21.719,42.061,34.458,45.431,49.272,41.563,17.995,15.0,1
0.31131,3634.1,4495.3,9.2315,27.04,42.259,2707.7,74.998,120.41,0.35186,80.236,49.429,2635.9,25.262,51.495,3106.4,22.437,65.952,233.84,340.17,94.544,77.145,32.191,8.9552,26.422,6.8239,18.931,1.657,33.033,13.884,23.8,1.2117,18.714,2.2699,4.8989,2.323,0.011313,0.84195,0.093449,54.313,43.933,62.697,53.43,30.433,59.391,21.807,41.637,36.418,49.993,48.947,41.262,19.398,0.0,0
0.21209,3695.9,4512.9,9.4403,27.021,42.717,2702.6,74.901,120.4,0.33995,80.08,49.622,2630.9,25.313,50.1,3098.7,22.163,66.325,245.03,342.24,94.577,77.146,32.407,8.9835,26.116,6.8048,18.772,1.6301,33.249,13.768,23.878,1.2997,18.427,2.2344,4.8602,2.2996,0.018313,0.81764,0.11586,53.038,43.773,62.2,53.597,20.819,60.36,22.268,40.447,36.988,46.767,51.397,39.831,19.957,0.0,0
0.26651,3686.2,4657.3,9.6894,26.892,42.676,2695.2,75.493,120.42,0.68211,81.254,48.293,2622.9,24.598,50.094,3096.3,23.343,62.658,122.75,340.53,94.398,78.733,31.694,8.9859,26.945,6.9285,18.863,1.0227,32.843,13.753,24.709,1.2196,18.794,1.4089,4.978,2.3243,0.015231,0.81853,0.060856,53.356,44.168,63.74,55.819,25.911,60.723,21.322,80.402,33.076,46.753,22.938,42.423,16.004,2.0,1
0.24757,3627.3,4557.7,9.3529,26.988,42.638,2718.9,75.423,120.38,0.33176,79.307,51.584,2648.5,23.899,51.526,3113.5,22.273,65.601,237.12,343.73,94.513,77.045,32.106,8.7235,27.128,6.9055,18.104,1.642,32.803,13.76,24.26,1.1152,18.388,2.2413,4.736,2.2677,0.003383,0.81969,0.088955,52.743,45.221,63.429,53.545,24.42,62.121,23.06,39.175,42.762,50.065,48.47,40.602,19.793,0.0,0
0.24431,3661.9,4532.8,9.4036,27.061,42.352,2704.6,74.866,120.39,0.35747,79.97,52.223,2632.9,24.294,48.385,3104.0,23.533,65.875,231.97,341.01,94.417,77.503,31.924,8.9431,26.603,6.9687,18.875,1.676,33.063,13.859,24.314,1.228,18.221,2.3024,4.8263,2.2031,0.014554,0.8182,0.091667,53.33,44.571,63.472,53.905,24.326,61.176,23.819,42.061,44.641,42.797,48.259,41.678,16.68,19.0,1
0.23917,3623.5,4525.0,9.3046,26.973,42.629,2698.1,75.119,120.37,0.34622,79.945,50.526,2626.2,24.315,52.835,3096.9,23.893,66.058,234.31,340.74,94.57,76.974,32.027,8.6573,26.66,6.9509,18.763,1.6715,32.732,13.767,24.17,1.2624,18.545,2.2586,4.8574,2.3636,0.025859,0.80043,0.096114,52.806,43.228,63.471,54.49,23.433,60.112,21.761,40.911,39.649,53.096,48.17,40.536,15.818,0.0,0
0.24481,3632.3,4546.1,9.2322,26.932,42.233,2710.5,74.531,120.39,0.3198,80.244,49.9,2639.1,25.809,50.605,3110.3,24.145,65.599,224.11,339.84,94.697,77.232,31.661,8.8566,26.43,6.9992,18.986,1.6849,33.051,13.616,24.532,1.2709,18.802,2.2713,4.8228,2.2269,0.011212,0.84586,0.081586,53.525,44.025,62.0,54.413,24.011,62.035,21.597,38.701,37.805,47.934,46.198,40.302,15.283,0.0,0
0.27334,3718.2,4512.9,9.3289,27.088,42.388,2712.2,75.549,120.41,0.33889,80.065,50.347,2641.5,25.858,52.099,3108.5,22.807,66.168,244.16,342.48,94.496,77.27,32.585,9.1074,26.405,6.9758,18.993,1.646,33.369,13.781,23.418,1.2988,18.816,2.2462,4.7974,2.2313,0.0074948,0.83395,0.074869,53.391,44.185,62.838,54.511,26.516,63.09,22.78,39.708,39.123,51.391,50.48,41.209,18.514,0.0,0
0.316,3668.0,4482.3,9.428,26.56,42.534,2698.6,74.656,120.48,0.35441,80.597,51.261,2626.8,25.79,51.344,3098.0,21.509,66.021,230.85,340.49,94.505,77.599,32.224,9.054,26.298,7.0233,18.835,1.6394,33.081,13.915,23.724,1.2829,18.788,2.2392,4.7961,2.2688,0.035094,0.83275,0.095186,54.376,43.596,62.727,53.83,31.13,59.527,21.755,42.994,41.81,49.644,48.722,43.623,21.524,11.0,1
0.26138,3712.4,4539.0,9.3813,27.027,42.28,2710.9,75.246,120.39,0.32505,79.833,50.841,2639.8,25.146,49.736,3106.3,23.237,66.081,243.78,343.51,94.436,77.387,32.507,8.6958,26.379,6.9607,18.525,1.6257,33.263,13.743,24.002,1.2127,18.348,2.2605,4.8089,2.3567,0.014618,0.80509,0.089435,53.735,43.721,63.1,54.472,25.785,75.145,22.586,37.891,40.575,45.923,50.346,41.21,17.394,7.0,1
0.24987,3663.1,4490.6,9.3729,26.817,42.479,2719.1,75.043,120.43,0.3409,79.84,49.978,2648.1,26.28,49.731,3114.1,24.054,65.369,221.89,342.98,94.659,77.356,31.992,8.8564,26.289,6.79,18.881,1.6335,33.134,13.952,24.289,1.3645,18.336,2.24,4.6862,2.259,0.0203,0.82638,0.093912,52.513,44.336,62.976,54.126,24.437,61.715,22.734,39.88,38.036,45.91,45.57,41.532,15.502,0.0,0
0.20927,3691.1,4562.1,9.2328,26.303,42.432,2705.3,74.989,120.36,0.35371,79.945,50.339,2635.2,25.196,48.758,3100.4,22.919,66.018,239.24,343.07,94.478,77.355,32.681,8.7913,26.856,7.0124,18.431,1.7114,33.551,13.704,24.286,1.1437,18.082,2.2138,4.8471,2.1823,0.036637,0.80667,0.099487,53.378,43.467,62.53,54.46,20.64,59.887,22.423,41.592,39.098,43.659,47.841,39.909,18.15,19.0,1
0.23445,3733.4,4465.9,9.2684,27.016,42.125,2706.2,75.082,120.4,0.33131,80.061,50.411,2635.1,25.792,49.717,3102.6,22.874,65.704,231.15,343.29,94.389,77.582,31.882,8.9051,26.788,7.0668,18.622,1.6424,33.137,13.924,24.325,1.2852,18.248,2.2915,4.7806,2.3449,0.0085125,0.80398,0.10766,53.711,44.292,63.315,53.499,22.984,62.578,22.564,39.082,39.31,45.878,47.085,41.813,18.252,0.0,0
0.16498,3633.2,4520.7,8.8309,27.041,41.32,2688.1,76.077,120.41,0.31698,80.439,50.867,2615.1,26.103,52.353,3088.7,23.08,67.067,256.02,332.33,95.333,77.532,31.416,8.9642,26.884,7.1075,19.109,1.6579,32.246,13.94,24.305,1.508,18.868,2.296,4.6711,2.2133,0.027583,0.7976,0.096175,53.905,44.028,61.752,55.124,16.361,56.248,21.019,37.857,40.651,51.978,53.556,39.776,17.343,12.0,1
0.23886,3735.5,4503.5,9.2327,26.654,42.53,2713.8,74.236,120.42,0.32044,79.84,48.764,2642.7,25.279,50.36,3109.3,21.698,65.376,225.55,343.71,94.33,77.143,32.123,8.9859,26.771,6.7038,18.301,1.6815,33.286,13.72,23.98,1.1622,18.759,2.1917,4.8278,2.3445,0.026501,0.82161,0.088335,53.836,43.92,63.735,54.397,23.543,63.655,22.697,38.244,34.461,47.367,45.898,41.831,21.093,0.0,0
0.40466,3600.6,4223.4,9.3478,27.197,42.67,2673.9,73.839,120.4,0.32849,78.722,49.556,2601.4,26.76,49.428,3071.9,23.053,70.988,411.09,341.24,93.976,75.625,32.238,9.163,24.724,6.9971,19.572,1.7941,33.379,14.193,21.918,1.529,20.031,2.461,4.4276,2.1261,0.028079,1.0554,0.122,54.176,43.348,61.438,49.772,39.668,58.523,21.723,38.091,36.794,45.21,99.826,42.04,19.816,13.0,1
0.28628,3673.6,4475.1,9.4207,26.174,42.07,2704.7,74.525,120.4,0.34484,80.017,48.99,2634.4,26.203,49.808,3098.1,23.62,65.636,231.13,342.2,94.609,77.385,32.385,8.9995,26.403,6.7714,18.285,1.6732,32.815,13.965,23.395,1.4778,18.223,2.258,4.9312,2.2256,0.015485,0.84759,0.080531,53.556,43.473,63.258,54.427,27.861,62.012,21.714,41.715,35.127,46.09,47.985,41.087,16.59,19.0,1
0.28082,3627.1,4491.8,9.4417,26.818,42.385,2702.2,75.467,120.41,0.35412,79.981,49.151,2630.4,26.83,49.838,3099.2,22.274,66.065,238.57,341.52,94.497,77.495,32.222,8.9944,26.762,6.7585,18.233,1.6205,32.987,13.83,23.699,1.3001,18.578,2.2131,5.0016,2.3337,0.012341,0.81879,0.11566,54.144,43.769,63.548,53.675,26.925,61.752,22.121,41.616,35.603,46.159,50.038,41.453,19.676,0.0,0
0.2293,3672.5,4467.2,9.449,26.674,42.271,2707.9,75.553,120.38,0.32467,80.285,50.08,2637.1,24.037,50.167,3104.8,22.821,66.101,237.97,341.86,94.517,77.211,32.053,8.8922,26.618,6.9368,18.737,1.6674,33.3,13.898,24.032,1.1838,18.649,2.2511,4.8131,2.256,0.0073009,0.83957,0.083008,53.4,43.782,62.77,54.379,22.269,63.163,22.214,39.388,38.334,46.92,49.814,40.32,18.427,0.0,0
0.25843,3708.9,4552.4,9.4037,26.441,42.445,2708.5,74.999,120.44,0.33444,80.404,49.952,2637.1,25.761,49.718,3107.0,22.425,65.705,226.83,341.9,94.469,77.293,32.368,8.7846,26.209,6.8658,18.405,1.6763,32.797,13.632,23.88,1.3325,18.42,2.2478,4.8422,2.253,-0.0011584,0.82202,0.091593,53.756,43.717,63.656,54.035,24.968,61.335,21.799,41.003,37.96,45.881,46.223,41.81,19.26,0.0,0
0.22725,3698.6,4516.3,9.4049,26.87,42.52,2707.1,74.607,120.41,0.32837,80.419,49.082,2637.1,24.453,52.136,3104.2,22.646,65.805,229.32,341.02,94.58,77.546,31.977,8.881,26.506,6.8723,19.031,1.6761,32.739,13.865,24.37,1.2916,18.529,2.2998,4.8911,2.3172,0.0094926,0.85954,0.11983,53.384,44.087,62.563,53.416,22.768,60.809,22.22,38.493,35.399,51.477,47.907,41.373,18.803,0.0,0
0.2112,3655.5,4553.2,9.4178,26.747,42.388,2703.4,74.745,120.4,0.33493,80.08,50.001,2632.3,24.905,49.91,3100.2,23.585,65.411,214.66,341.64,94.77,76.641,31.881,8.9396,26.298,6.8659,18.486,1.6349,33.103,13.803,23.898,1.3604,18.28,2.2688,4.8173,2.3567,0.024034,0.81012,0.094457,53.363,43.373,62.596,54.055,20.914,60.416,21.872,40.046,38.103,46.326,43.493,40.753,16.585,0.0,0
0.11959,3698.1,4596.3,9.1002,26.557,42.419,2688.3,76.551,120.39,0.30032,79.928,51.048,2618.8,24.613,50.437,3077.7,23.023,62.464,151.45,343.44,94.647,77.044,33.058,9.1124,25.648,6.8884,18.233,1.592,33.526,13.905,23.778,1.3336,18.752,2.2164,4.6919,2.2626,0.019646,0.92543,0.12162,52.902,44.19,63.858,55.208,11.931,57.383,23.117,35.576,41.185,47.544,28.692,40.707,18.173,8.0,1
0.19624,3723.0,4456.9,9.3569,27.069,42.201,2701.1,74.219,120.41,0.32908,80.141,50.587,2630.0,25.222,50.566,3096.5,23.314,66.749,256.0,343.93,94.519,77.056,32.74,8.805,26.365,6.9637,18.683,1.7097,33.311,13.753,23.246,1.2525,18.387,2.2587,4.8198,2.3398,0.0097193,0.82756,0.10593,53.03,44.363,62.63,53.426,19.162,61.918,22.521,38.611,39.826,47.844,54.139,41.249,17.199,0.0,0
0.2348,3725.3,4507.6,9.3625,26.859,42.565,2714.1,75.64,120.38,0.3254,79.781,48.393,2641.7,27.121,49.091,3111.4,23.135,65.302,221.93,341.62,94.621,77.237,32.31,8.8429,26.786,6.7576,18.543,1.6792,32.971,13.621,24.276,1.2891,18.596,2.2601,4.8685,2.3391,0.031385,0.82359,0.10553,54.075,43.256,63.381,53.878,22.87,62.098,22.375,38.485,33.372,44.431,44.837,40.274,17.627,0.0,0
0.23445,3666.1,4508.0,9.3974,27.017,42.322,2705.0,74.694,120.42,0.35237,80.227,48.809,2634.3,25.202,48.563,3102.9,23.275,66.459,252.62,342.4,94.339,77.658,32.418,8.6921,25.68,6.738,19.419,1.6713,33.62,13.743,23.536,1.3274,18.898,2.2507,4.8473,2.332,0.016745,0.8386,0.10532,53.899,44.968,63.227,54.409,23.189,61.014,22.447,41.471,34.595,43.208,53.022,41.681,17.279,0.0,0
0.234,3723.8,4494.2,9.2724,26.874,42.505,2696.7,74.431,120.53,0.34255,80.219,49.505,2625.2,25.36,49.926,3095.8,22.969,66.238,237.72,340.44,86.732,77.378,32.111,8.5637,26.097,7.0807,18.564,1.6854,32.538,13.934,23.732,1.227,18.562,2.3062,4.8661,2.2262,0.028171,0.83892,0.097804,54.049,44.665,62.824,54.141,22.911,59.654,21.809,39.996,36.644,46.362,50.137,47.629,18.096,17.0,1
0.27699,3701.5,4522.7,9.1971,26.65,42.305,2698.9,75.462,120.43,0.3233,80.288,50.614,2626.6,25.079,49.382,3098.0,21.767,65.993,233.59,339.92,94.702,77.24,31.592,8.8249,25.915,6.8425,18.857,1.6703,32.793,13.809,24.005,1.3325,18.721,2.2855,4.8778,2.4033,0.022829,0.82894,0.10122,53.921,43.743,62.68,54.17,26.803,61.313,21.7,39.06,39.906,45.105,48.656,41.484,20.938,0.0,0
0.24217,3605.6,4484.6,9.4261,26.894,42.081,2698.8,74.608,120.37,0.33914,80.11,49.064,2626.9,23.498,50.887,3097.5,23.607,66.076,233.09,340.37,94.679,77.349,31.726,9.0601,25.743,6.8213,18.748,1.72,32.725,13.866,23.605,1.1703,18.54,2.2436,4.7916,2.2838,0.01734,0.84035,0.10923,53.812,44.127,63.268,53.335,23.866,61.635,21.799,41.001,35.347,48.588,47.469,40.519,16.596,16.0,1
0.25831,3700.4,4445.2,9.3264,26.443,42.45,2710.5,74.411,120.15,0.32095,79.843,49.968,2638.6,24.882,48.163,3105.4,22.259,65.511,227.68,341.75,96.204,77.095,32.463,8.8458,26.2,7.1017,18.863,1.6725,33.359,13.972,24.092,1.2289,17.914,2.2514,4.776,2.2446,0.015347,0.81436,0.1018,53.856,43.535,61.969,54.386,25.623,61.813,22.447,37.814,38.007,42.282,46.855,34.095,19.794,14.0,1
0.24606,3645.4,4477.9,9.3949,27.009,42.368,2692.9,74.814,120.36,0.35766,80.184,52.245,2621.4,26.361,49.514,3090.0,23.454,66.015,235.35,340.5,94.631,77.323,31.977,8.8009,25.777,7.1496,18.969,1.6706,33.613,13.937,23.634,1.288,19.443,2.2528,4.8364,2.3656,0.003987,0.83725,0.092474,53.723,43.408,62.806,53.013,24.748,62.186,21.851,42.933,44.706,45.409,48.971,40.718,16.939,0.0,0
0.24781,3668.0,4495.3,9.4014,26.824,42.328,2709.6,74.227,120.39,0.36371,79.943,49.686,2638.2,25.323,48.34,3108.1,22.758,65.553,225.77,341.64,94.398,77.215,32.461,8.8812,26.478,6.8696,18.777,1.6696,32.925,13.655,24.127,1.3805,18.566,2.2399,4.8528,2.346,0.013934,0.84691,0.09928,53.983,43.442,63.462,53.004,24.47,62.247,22.271,42.57,37.175,42.693,46.973,40.697,18.571,18.0,1
0.24377,3697.0,4484.1,9.3202,26.587,42.676,2693.4,74.792,120.41,0.34095,80.311,50.48,2621.0,26.376,49.082,3094.7,21.93,65.917,233.39,338.53,94.59,77.189,31.859,8.8483,26.023,6.9534,18.985,1.6504,32.404,13.693,23.02,1.3387,18.765,2.2611,4.9409,2.3993,0.035817,0.8245,0.10643,54.349,44.543,62.907,54.125,24.336,60.264,20.981,41.806,39.513,44.41,48.462,40.799,20.55,0.0,0
0.2331,3685.7,4478.2,9.3438,26.638,42.196,2696.0,74.863,120.37,0.32737,80.13,50.695,2624.9,24.802,48.475,3096.0,23.573,65.676,229.75,338.75,94.849,77.033,31.684,8.9517,26.158,6.8532,19.384,1.6417,32.741,13.988,24.02,1.3481,18.619,2.3,4.8532,2.3389,0.0094638,0.85806,0.093372,53.189,44.195,63.517,53.935,22.965,58.684,21.463,39.129,40.146,43.004,46.979,40.641,16.701,0.0,0
0.24813,3615.9,4462.8,9.3159,26.97,42.538,2706.9,75.255,120.38,0.33037,80.268,50.018,2635.1,24.333,48.493,3102.5,23.837,65.733,228.67,341.57,94.7,77.752,32.351,8.8518,26.728,7.0169,18.564,1.67,32.724,13.82,23.61,1.2886,18.744,2.24,4.7987,2.316,0.013699,0.8358,0.089608,52.841,44.483,61.961,53.465,24.459,61.929,22.577,39.986,38.153,43.047,47.351,41.153,15.955,0.0,0
0.20273,3638.4,4496.0,9.3905,26.889,42.263,2698.9,74.78,120.39,0.32837,80.344,50.863,2626.4,26.752,50.25,3098.0,23.054,65.765,225.43,340.03,94.749,77.116,32.485,8.8056,26.264,7.1723,18.6,1.6101,32.918,14.006,23.894,1.1807,18.299,2.2353,4.7753,2.2885,0.020612,0.82339,0.091918,54.284,42.761,63.4,54.588,19.974,61.531,21.516,39.064,40.64,47.111,46.25,41.081,18.018,20.0,1
0.21682,3657.1,4432.7,9.2981,26.627,42.191,2703.6,74.895,120.39,0.31875,80.063,50.251,2631.5,24.799,50.371,3099.6,22.689,65.561,228.59,341.29,94.691,77.568,32.153,8.7629,26.323,7.0959,18.923,1.6299,33.012,13.726,24.356,1.3335,18.575,2.2496,4.8791,2.3593,0.028089,0.83351,0.11392,53.834,43.531,62.759,54.017,21.125,62.023,22.242,37.493,38.837,47.393,46.725,40.955,18.745,0.0,0
0.23494,3735.8,4505.8,9.2749,26.834,42.898,2713.5,75.275,120.41,0.32616,80.016,49.559,2642.7,25.032,49.465,3107.9,22.6,65.359,219.36,342.36,94.454,77.103,32.696,8.9497,26.636,6.9723,18.376,1.6574,33.014,13.741,24.735,1.0427,18.604,2.1787,4.7417,2.2422,0.015165,0.83688,0.10238,53.149,43.849,63.757,54.021,23.031,61.189,22.945,38.505,36.802,45.297,45.17,41.556,18.973,9.0,1
0.28429,3680.9,4532.8,9.2331,26.714,42.401,2691.5,75.46,120.4,0.32875,80.488,50.565,2619.5,24.437,51.215,3092.5,22.739,65.179,210.4,338.48,94.662,77.318,32.593,8.8228,26.092,6.6394,19.356,1.6524,32.703,13.761,23.217,1.2542,18.689,2.2486,4.9982,2.3097,0.038844,0.85924,0.10387,53.374,44.25,63.989,53.603,28.202,59.772,21.24,39.454,39.761,49.345,42.45,41.406,18.603,0.0,0
0.2976,3605.7,4527.8,9.2745,26.716,42.737,2691.6,76.32,120.41,0.34059,80.354,48.475,2618.9,25.271,50.601,3091.3,23.586,64.784,233.98,337.72,94.931,77.574,31.898,8.8687,25.957,6.7204,19.259,1.6896,32.351,14.018,23.974,1.2052,19.539,2.2508,4.9356,2.2911,0.013274,0.87445,0.10717,53.338,43.795,62.432,54.888,29.083,61.14,21.059,41.144,33.612,47.925,47.569,40.779,16.721,10.0,1
0.25863,3722.3,4668.9,9.6012,27.054,42.349,2700.1,74.892,120.41,0.65855,81.187,48.734,2629.1,23.743,48.604,3100.9,23.032,62.897,131.16,342.53,94.277,78.954,32.539,8.8003,26.903,7.1251,18.506,0.98593,32.832,13.555,24.662,1.1866,18.419,1.3871,5.1328,2.5042,0.022158,0.81232,0.053649,54.059,43.982,63.736,56.199,25.303,65.014,21.933,78.256,34.375,43.303,24.218,41.535,16.612,2.0,1
0.23657,3656.7,4498.4,9.3666,26.556,42.025,2711.8,74.895,120.43,0.3183,80.283,49.693,2641.4,23.721,48.87,3106.2,23.545,65.803,233.07,343.71,94.58,77.394,32.782,8.8218,25.872,7.0411,18.692,1.6308,33.457,13.894,24.272,1.2191,18.466,2.2389,4.8381,2.2852,0.011479,0.84316,0.097409,53.574,44.372,64.413,53.634,23.923,62.634,22.823,37.469,37.198,43.918,47.673,42.929,16.633,0.0,0
0.30319,3632.8,4449.8,8.7421,26.948,41.824,2644.6,77.716,120.39,0.34398,83.844,50.219,2572.3,22.744,50.778,3051.7,21.51,67.809,199.44,327.4,95.148,67.657,31.577,9.1124,25.295,6.9988,19.364,1.6576,31.981,13.741,22.322,1.4048,19.296,2.3076,5.3696,2.5793,0.028819,0.80487,0.09873,53.343,43.531,62.668,53.221,30.033,55.206,18.642,43.554,38.744,48.334,43.639,40.066,23.912,18.0,1
0.24745,3655.8,4483.8,9.3557,26.809,42.516,2700.4,74.454,120.41,0.32073,80.087,49.378,2618.2,25.218,48.38,3095.4,22.154,65.553,223.82,341.45,94.49,77.442,32.715,8.9869,26.458,6.728,18.873,1.6592,33.043,13.855,23.163,1.0679,18.508,2.2664,4.938,2.3754,0.012292,0.83089,0.10337,55.032,43.96,62.946,54.348,24.484,61.562,20.927,38.376,36.271,42.785,46.029,41.077,20.049,20.0,1
0.2231,3639.6,4403.8,9.407,26.936,42.41,2688.3,74.611,120.4,0.34333,80.307,52.088,2617.2,25.315,51.231,3088.1,22.459,66.015,237.59,338.21,94.8,77.636,32.237,8.8108,26.005,7.0095,19.049,1.6537,32.748,13.966,23.801,1.2165,18.844,2.2876,4.9218,2.3263,0.017663,0.85457,0.099208,52.76,44.208,63.725,53.148,22.104,61.992,21.393,40.826,44.245,49.383,49.654,40.461,19.302,9.0,1
-0.0024541,3650.4,4420.4,9.5158,27.0,41.811,2695.8,73.535,120.38,0.32363,80.55,49.743,2622.3,24.827,50.415,3104.0,22.853,66.092,236.25,330.78,95.245,77.387,30.545,9.0553,26.735,6.9178,19.395,1.684,31.451,13.819,24.61,1.465,19.029,2.2717,4.9151,2.359,0.016898,0.83545,0.10421,54.254,43.355,62.484,53.323,70.889,63.28,19.76,40.407,37.345,47.494,49.789,38.663,18.325,6.0,1
0.025305,3723.5,4703.2,10.445,26.987,43.059,2878.3,71.719,120.41,0.28698,76.926,50.336,2815.0,25.228,49.058,3245.7,22.465,63.112,225.56,369.22,93.008,75.436,34.336,8.0774,28.489,6.4622,15.914,1.5461,36.373,13.076,26.696,0.82132,14.44,2.1802,4.3352,2.1652,0.011852,0.75353,0.095173,53.89,43.237,65.185,55.379,2.4195,67.889,32.32,30.024,39.09,44.354,42.775,45.123,20.504,18.0,1
0.28545,3657.0,4533.6,9.295,26.756,42.322,2696.4,75.097,120.42,0.34512,80.302,51.242,2624.5,25.649,49.227,3094.5,24.149,66.528,249.01,340.81,94.668,77.706,32.683,8.8694,25.912,6.7402,18.648,1.629,32.964,13.877,23.539,1.1634,18.044,2.271,4.9178,2.2567,0.025968,0.81998,0.088995,53.615,44.087,62.247,54.248,27.723,60.784,21.559,40.457,41.756,44.746,52.044,41.307,15.252,0.0,0
0.248,3634.4,4478.9,9.4896,26.907,42.576,2696.0,74.312,120.37,0.31468,80.325,50.359,2624.9,25.637,50.541,3093.9,23.541,65.852,230.44,340.74,94.741,77.237,32.205,8.888,25.985,6.8156,19.122,1.6849,33.112,14.058,23.467,1.1947,19.106,2.2483,4.8445,2.35,0.017084,0.85722,0.096206,52.817,44.296,62.942,54.317,24.369,60.269,21.983,38.162,39.157,47.785,47.532,40.267,16.726,0.0,0
0.23205,3648.5,4450.0,9.3365,26.868,42.378,2700.7,74.982,120.38,0.33483,79.952,50.391,2629.3,25.379,50.113,3100.8,23.941,65.713,232.69,339.55,94.599,76.909,31.65,8.745,26.596,6.8301,18.986,1.6297,32.633,13.706,24.004,1.2313,18.772,2.2878,4.8857,2.3636,0.010983,0.8541,0.097424,54.293,44.198,62.528,53.938,22.883,61.889,21.541,39.518,39.249,46.795,48.1,40.812,15.868,0.0,0
0.31224,3721.3,4712.8,9.7253,26.824,42.822,2716.0,74.531,120.41,0.7843,80.798,49.02,2644.8,24.195,50.995,3117.0,23.351,63.623,162.43,343.92,94.436,79.043,32.109,9.1752,26.643,7.087,18.337,1.1973,33.04,14.233,24.177,1.2846,18.185,1.6527,4.9677,2.3919,0.022172,0.84256,0.064216,53.216,43.098,63.309,56.776,30.701,64.462,22.105,91.911,35.216,48.837,31.622,41.107,16.233,2.0,1
0.24115,3627.3,4547.5,9.3888,26.775,42.532,2709.0,73.601,120.38,0.35504,79.858,51.413,2637.2,25.565,49.635,3104.8,23.313,65.615,229.94,342.33,94.747,77.154,32.194,9.0061,26.596,6.9181,18.519,1.6194,32.967,13.972,23.878,1.2706,18.213,2.285,4.8007,2.3694,0.0046387,0.82288,0.1003,53.984,42.96,62.704,54.008,23.382,60.416,22.401,42.157,42.257,45.689,47.826,40.162,17.292,4.0,1
0.3066,3651.6,4560.8,9.1412,26.915,42.552,2698.4,75.512,120.4,0.32532,80.175,50.199,2626.0,25.781,50.316,3097.4,23.54,65.338,218.8,338.4,94.769,76.921,31.968,8.9095,26.487,6.9479,18.55,1.6683,32.398,13.73,24.392,1.3825,18.897,2.2993,4.8823,2.3839,0.016867,0.85957,0.10184,53.685,44.672,62.899,53.654,29.999,61.603,21.494,39.07,38.687,47.265,44.358,41.019,16.828,0.0,0
0.19062,3670.6,4547.2,9.2393,26.971,42.077,2702.7,74.853,120.39,0.3301,79.947,48.446,2632.0,24.821,51.079,3098.7,23.409,65.213,217.38,341.18,94.567,77.04,32.029,8.6565,26.508,6.9685,19.071,1.6548,33.246,13.801,24.312,1.3612,18.528,2.271,4.8106,2.2617,0.021909,0.82669,0.090624,54.455,44.301,63.033,54.909,18.832,61.882,22.326,39.464,33.528,49.031,44.386,40.672,17.064,0.0,0
0.28087,3687.4,4535.8,9.5846,27.189,42.704,2738.6,73.699,120.43,0.35598,80.356,49.179,2668.5,22.499,49.166,3134.3,22.556,66.551,262.14,345.07,93.993,78.614,32.417,8.7384,26.236,7.0485,18.464,1.6447,32.943,13.799,24.054,1.2134,18.485,2.2547,4.8013,2.4011,0.0013502,0.88692,0.11565,54.084,43.785,64.085,55.234,27.247,61.684,23.574,41.857,35.683,44.604,55.62,42.728,17.791,12.0,1
0.27383,3666.2,4492.4,9.409,26.8,42.298,2696.9,74.708,120.41,0.31875,80.015,48.653,2625.1,24.917,48.768,3095.5,21.919,65.891,231.3,340.6,94.718,76.849,32.059,8.75,26.194,6.8687,18.735,1.6609,32.427,13.721,24.271,1.1503,18.934,2.2568,4.8195,2.3108,0.0066832,0.85713,0.10139,53.936,43.51,62.347,54.37,27.613,57.918,21.711,37.429,34.136,43.684,48.561,41.493,20.658,15.0,1
